"marque";"modele";"energ";"hybride";"puissance_administrative";"puissance_maximale";"typ_boite_nb_rapp";"conso_urb_93";"conso_exurb";"conso_mixte";"co2_mixte";"co_typ_1";"hc";"nox";"hcnox";"ptcl";"masse_ordma_min";"masse_ordma_max"
"CITROEN ";"DS3 ";"ES ";"non ";9;"121.4";"M 6 ";"7.1";"4.6";"5.6";129;"0.312";"0.051";"0.033";"";"0";1240;1240
"CITROEN ";"DS3 ";"GO ";"non ";4;"68";"M 5 ";"4.2";"3.3";"3.6";95;"0.351";"";"0.144";"0.213";"0.001";1160;1160
"CITROEN ";"DS3 ";"GO ";"non ";5;"68";"A 6 ";"4.3";"3.5";"3.8";99;"0.303";"";"0.125";"0.164";"0";1165;1165
"CITROEN ";"DS3 ";"GO ";"non ";6;"88";"M 6 ";"4.4";"3.2";"3.6";94;"0.161";"";"0.069";"0.081";"0";1275;1275
"CITROEN ";"DS3 ";"ES ";"non ";4;"60";"M 5 ";"5.8";"4.3";"4.9";112;"0.719";"0.05";"0.008";"";"";1107;1107
"CITROEN ";"DS3 ";"ES ";"non ";4;"60";"M 5 ";"5.6";"4.1";"4.7";109;"0.719";"0.05";"0.008";"";"";1107;1107
"CITROEN ";"DS3 ";"ES ";"non ";5;"81";"M 5 ";"5.6";"3.9";"4.5";104;"0.459";"0.038";"0.018";"";"0.001";1165;1165
"CITROEN ";"DS4 ";"ES ";"non ";11;"147";"M 6 ";"8.4";"5.2";"6.4";149;"0.391";"0.044";"0.011";"";"0.002";1391;1391
"CITROEN ";"DS4 ";"ES ";"non ";9;"121.4";"A 6 ";"7";"4.7";"5.5";128;"0.508";"0.075";"0.018";"";"0";1385;1385
"CITROEN ";"DS4 ";"ES ";"non ";9;"121.4";"A 6 ";"7.1";"4.8";"5.6";130;"0.508";"0.075";"0.018";"";"0";1385;1385
"CITROEN ";"DS4 ";"GO ";"non ";6;"84";"M 6 ";"5.9";"4";"4.7";122;"0.223";"";"0.157";"0.194";"0.001";1365;1365
"CITROEN ";"DS4 ";"GO ";"non ";6;"84";"A 6 ";"4.6";"4";"4.2";110;"0.223";"";"0.142";"0.179";"0";1375;1375
"CITROEN ";"DS4 ";"GO ";"non ";6;"84";"M 6 ";"5";"3.8";"4.2";110;"0.282";"";"0.147";"0.197";"0.001";1370;1370
"CITROEN ";"DS4 ";"GO ";"non ";6;"84";"A 6 ";"4.8";"4.1";"4.4";114;"0.223";"";"0.142";"0.179";"0";1375;1375
"CITROEN ";"DS4 ";"GO ";"non ";6;"84";"M 6 ";"5.1";"3.9";"4.3";113;"0.282";"";"0.147";"0.197";"0.001";1370;1370
"CITROEN ";"DS4 ";"GO ";"non ";5;"68";"M 5 ";"5.4";"3.9";"4.4";115;"0.451";"";"0.125";"0.186";"0.001";1280;1280
"CITROEN ";"DS4 ";"GH ";"oui ";7;"110";"M 6 ";"4.4";"3.5";"3.9";100;"0.292";"";"0.051";"0.07";"0";1485;1485
"CITROEN ";"DS4 ";"GH ";"oui ";7;"110";"M 6 ";"4.3";"3.5";"3.8";98;"0.292";"";"0.051";"0.07";"0";1485;1485
"CITROEN ";"DS4 ";"GO ";"non ";9;"133";"A 6 ";"5.3";"3.9";"4.4";115;"0.263";"";"0.027";"0.043";"0";1495;1495
"CITROEN ";"DS4 ";"GO ";"non ";6;"88";"M 6 ";"4.4";"3.5";"3.8";100;"0.204";"";"0.058";"0.076";"0";1365;1365
"CITROEN ";"DS4 ";"GO ";"non ";6;"88";"M 6 ";"4.3";"3.4";"3.7";97;"0.204";"";"0.058";"0.076";"0";1365;1365
"CITROEN ";"DS4 ";"GO ";"non ";6;"88";"M 6 ";"4.5";"3.6";"3.9";103;"0.204";"";"0.058";"0.076";"0";1365;1365
"CITROEN ";"DS4 ";"ES ";"non ";7;"96";"M 6 ";"6.3";"4.4";"5.1";119;"0.235";"0.043";"0.016";"";"0.001";1330;1330
"CITROEN ";"DS4 ";"ES ";"non ";7;"96";"M 6 ";"6.1";"4.3";"5";116;"0.235";"0.043";"0.016";"";"0.001";1330;1330
"CITROEN ";"DS4 ";"ES ";"non ";7;"96";"M 6 ";"6.4";"4.5";"5.2";120;"0.235";"0.043";"0.016";"";"0.001";1330;1330
"CITROEN ";"DS5 ";"ES ";"non ";11;"147";"M 6 ";"8.9";"5.5";"6.7";155;"0.612";"0.051";"0.016";"";"0.001";1505;1505
"CITROEN ";"DS5 ";"ES ";"non ";9;"115";"A 6 ";"10.3";"5.6";"7.3";169;"0.37";"0.024";"0.023";"";"0.001";1495;1495
"CITROEN ";"DS5 ";"ES ";"non ";9;"115";"A 6 ";"9.9";"5.6";"7.1";165;"0.37";"0.024";"0.023";"";"0.001";1495;1495
"CITROEN ";"DS5 ";"ES ";"non ";9;"121.4";"A 6 ";"7.7";"4.9";"5.9";135;"0.494";"0.051";"0.021";"";"0.001";1504;1504
"CITROEN ";"DS5 ";"ES ";"non ";9;"121.4";"A 6 ";"7.6";"4.9";"5.9";135;"0.494";"0.051";"0.021";"";"0.001";1504;1504
"CITROEN ";"DS5 ";"ES ";"non ";9;"121.4";"A 6 ";"7.7";"4.9";"5.9";136;"0.494";"0.051";"0.021";"";"0.001";1504;1504
"CITROEN ";"DS5 ";"GO ";"non ";6;"84";"A 6 ";"4.5";"4.1";"4.3";112;"0.237";"";"0.121";"0.158";"0";1495;1495
"CITROEN ";"DS5 ";"GO ";"non ";9;"133";"A 6 ";"5.2";"4";"4.4";116;"0.289";"";"0.037";"0.058";"0";1615;1615
"CITROEN ";"DS5 ";"GO ";"non ";9;"133";"A 6 ";"5.1";"3.8";"4.3";110;"0.289";"";"0.037";"0.058";"0";1615;1615
"CITROEN ";"DS5 ";"GO ";"non ";9;"133";"A 6 ";"5.1";"4.1";"4.4";114;"0.289";"";"0.037";"0.058";"0";1615;1615
"CITROEN ";"DS5 ";"GO ";"non ";8;"110";"M 6 ";"5.1";"3.8";"4.3";112;"0.343";"";"0.036";"0.061";"0";1612;1612
"CITROEN ";"DS5 ";"GO ";"non ";7;"110";"M 6 ";"5.1";"3.8";"4.3";110;"0.343";"";"0.036";"0.061";"0";1612;1612
"CITROEN ";"DS5 ";"GO ";"non ";8;"110";"M 6 ";"5.2";"3.8";"4.3";113;"0.343";"";"0.036";"0.061";"0";1612;1612
"CITROEN ";"DS5 ";"GO ";"non ";6;"88";"M 6 ";"4.6";"3.6";"4";104;"0.15";"";"0.027";"0.037";"0";1503;1503
"CITROEN ";"DS5 ";"GO ";"non ";6;"88";"M 6 ";"4.5";"3.4";"3.8";100;"0.15";"";"0.027";"0.037";"0";1503;1503
"CITROEN ";"DS5 ";"GO ";"non ";6;"88";"M 6 ";"4.7";"3.7";"4";105;"0.15";"";"0.027";"0.037";"0";1503;1503
"CITROEN ";"DS5 ";"GH ";"oui ";8;"120";"A 6 ";"2.9";"3.5";"3.3";85;"0.199";"";"0.133";"0.161";"0.001";1735;1735
"CITROEN ";"DS5 ";"GH ";"oui ";8;"120";"A 6 ";"3.8";"4";"3.9";102;"0.198";"";"0.135";"0.154";"0.001";1735;1735
"CITROEN ";"DS5 ";"GO ";"non ";9;"120";"M 6 ";"6";"4.2";"4.9";128;"0.375";"";"0.138";"0.172";"0";1605;1605
"CITROEN ";"DS5 ";"GO ";"non ";9;"120";"M 6 ";"5.9";"4.1";"4.8";125;"0.375";"";"0.138";"0.172";"0";1605;1605
"CITROEN ";"DS5 ";"GO ";"non ";9;"120";"M 6 ";"5.9";"4.1";"4.8";125;"0.375";"";"0.138";"0.172";"0";1605;1605
"CITROEN ";"JUMPER ";"GO ";"non ";9;"96";"M 6 ";"9.9";"7.6";"8.4";221;"0.508";"";"0.253";"0.284";"0.001";2275;2285
"CITROEN ";"JUMPER ";"GO ";"non ";9;"96";"M 6 ";"9.9";"7.6";"8.4";221;"0.508";"";"0.253";"0.284";"0.001";2275;2285
"CITROEN ";"JUMPER ";"GO ";"non ";10;"110";"M 6 ";"9.9";"7.6";"8.4";221;"0.508";"";"0.253";"0.284";"0.001";2275;2285
"CITROEN ";"JUMPER ";"GO ";"non ";10;"110";"M 6 ";"9.9";"7.6";"8.4";221;"0.508";"";"0.253";"0.284";"0.001";2275;2285
"CITROEN ";"JUMPER ";"GO ";"non ";7;"81";"M 6 ";"9.3";"5.8";"7.1";187;"0.339";"";"0.226";"0.301";"0";2010;2010
"CITROEN ";"JUMPER ";"GO ";"non ";7;"81";"M 6 ";"9.3";"5.8";"7.1";187;"0.339";"";"0.226";"0.301";"0";2010;2010
"CITROEN ";"JUMPER ";"GO ";"non ";8;"96";"M 6 ";"8";"6.1";"6.8";179;"0.4";"";"0.218";"0.267";"0.001";2025;2025
"CITROEN ";"JUMPER ";"GO ";"non ";8;"96";"M 6 ";"8";"6.1";"6.8";179;"0.4";"";"0.218";"0.267";"0.001";2025;2025
"CITROEN ";"JUMPER ";"GO ";"non ";9;"110";"M 6 ";"8";"6.1";"6.8";179;"0.4";"";"0.218";"0.267";"0.001";2025;2025
"CITROEN ";"JUMPER ";"GO ";"non ";9;"110";"M 6 ";"8";"6.1";"6.8";179;"0.4";"";"0.218";"0.267";"0.001";2025;2025
"CITROEN ";"JUMPER ";"GO ";"non ";8;"96";"M 6 ";"8.2";"6.3";"7";184;"0.4";"";"0.218";"0.267";"0.001";2135;2135
"CITROEN ";"JUMPER ";"GO ";"non ";8;"96";"M 6 ";"8.2";"6.3";"7";184;"0.4";"";"0.218";"0.267";"0.001";2135;2135
"CITROEN ";"JUMPER ";"GO ";"non ";9;"110";"M 6 ";"8.2";"6.3";"7";184;"0.4";"";"0.218";"0.267";"0.001";2135;2135
"CITROEN ";"JUMPER ";"GO ";"non ";9;"110";"M 6 ";"8.2";"6.3";"7";184;"0.4";"";"0.218";"0.267";"0.001";2135;2135
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"8.1";"7.3";"7.6";199;"0.292";"";"0.214";"0.267";"0";2111;2123
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"8.1";"7.3";"7.6";199;"0.292";"";"0.214";"0.267";"0";2111;2123
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"8.1";"7.3";"7.6";199;"0.292";"";"0.214";"0.267";"0";2121;2133
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"8.1";"7.3";"7.6";199;"0.292";"";"0.214";"0.267";"0";2121;2133
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"8.1";"7.3";"7.6";199;"0.292";"";"0.214";"0.267";"0";2136;2141
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"8.1";"7.3";"7.6";199;"0.292";"";"0.214";"0.267";"0";2136;2141
"CITROEN ";"JUMPY ";"GO ";"non ";7;"72";"M 6 ";"8.1";"6.1";"6.8";179;"0.312";"";"0.207";"0.24";"0.001";1976;1988
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"7.6";"6";"6.6";172;"0.336";"";"0.181";"0.213";"0.002";1976;1988
"CITROEN ";"JUMPY ";"GO ";"non ";10;"120";"M 6 ";"7.6";"6";"6.6";172;"0.336";"";"0.181";"0.213";"0.002";1984;1995
"CITROEN ";"JUMPY ";"GO ";"non ";10;"120";"A 6 ";"9";"6.8";"7.6";199;"0.212";"";"0.229";"0.253";"0.003";1980;1992
"CITROEN ";"JUMPY ";"GO ";"non ";7;"72";"M 6 ";"8.1";"6.1";"6.8";179;"0.312";"";"0.207";"0.24";"0.001";1986;1998
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"7.6";"6";"6.6";172;"0.336";"";"0.181";"0.213";"0.002";1986;1998
"CITROEN ";"JUMPY ";"GO ";"non ";10;"120";"M 6 ";"7.6";"6";"6.6";172;"0.336";"";"0.181";"0.213";"0.002";2017;2028
"CITROEN ";"JUMPY ";"GO ";"non ";10;"120";"A 6 ";"9";"6.8";"7.6";199;"0.212";"";"0.229";"0.253";"0.003";1997;2009
"CITROEN ";"JUMPY ";"GO ";"non ";8;"94";"M 6 ";"7.6";"6";"6.6";172;"0.336";"";"0.181";"0.213";"0.002";2001;2006
"CITROEN ";"NEMO ";"GO ";"non ";4;"55";"M 5 ";"5.7";"3.8";"4.5";119;"0.172";"";"0.167";"0.186";"0.001";1260;1260
"CITROEN ";"NEMO ";"GO ";"non ";4;"55";"M 5 ";"4.8";"3.7";"4.1";107;"0.223";"";"0.157";"0.188";"0";1275;1275
"CITROEN ";"NEMO ";"GO ";"non ";4;"55";"M 5 ";"5.7";"3.8";"4.5";119;"0.172";"";"0.167";"0.186";"0.001";1275;1275
"CITROEN ";"NEMO ";"GO ";"non ";4;"55";"M 5 ";"5.7";"3.8";"4.5";119;"0.172";"";"0.167";"0.186";"0.001";1280;1386
"CITROEN ";"NEMO ";"GO ";"non ";4;"55";"M 5 ";"5.7";"3.8";"4.5";119;"0.172";"";"0.167";"0.186";"0.001";1280;1386
"DACIA ";"DOKKER ";"ES ";"non ";6;"85";"M 5 ";"7.1";"5.1";"5.8";135;"0.162";"0.029";"0.023";"";"0";1280;1383
"DACIA ";"DOKKER ";"ES ";"non ";6;"85";"M 5 ";"7.1";"5.1";"5.8";135;"0.162";"0.029";"0.023";"";"0";1279;1401
"DACIA ";"DOKKER ";"GO ";"non ";4;"55";"M 5 ";"5.2";"4.1";"4.5";118;"0.178";"";"0.176";"0.196";"0";1280;1399
"DACIA ";"DOKKER ";"GO ";"non ";5;"66";"M 5 ";"5.2";"4.1";"4.5";118;"0.178";"";"0.176";"0.196";"0";1280;1405
"DACIA ";"DOKKER ";"GO ";"non ";5;"66";"M 5 ";"5.2";"4.1";"4.5";118;"0.178";"";"0.176";"0.196";"0";1280;1426
"DACIA ";"DOKKER ";"ES/GP ";"non ";5;"60.5";"M 5 ";"9.7";"5.8";"7.2";165;"0.683";"0.044";"0.016";"";"";1280;1399
"DACIA ";"DOKKER ";"GP/ES ";"non ";5;"59";"M 5 ";"11.7";"7.5";"9";144;"0.469";"0.045";"0.034";"";"";1280;1399
"DACIA ";"DUSTER ";"ES/GP ";"non ";6;"77";"M 5 ";"9.7";"6";"7.2";165;"0.373";"0.043";"0.039";"";"";1280;1375
"DACIA ";"DUSTER ";"GP/ES ";"non ";6;"74";"M 5 ";"11.8";"7.7";"9";145;"0.644";"0.063";"0.022";"";"";1280;1375
"DACIA ";"DUSTER ";"ES ";"non ";7;"92";"M 6 ";"7.6";"5.6";"6.3";145;"0.243";"0.069";"0.011";"";"";1277;1367
"DACIA ";"DUSTER ";"GO ";"non ";6;"80";"M 6 ";"5.5";"4.5";"4.8";127;"0.203";"";"0.163";"0.175";"0";1280;1401
"DACIA ";"DUSTER ";"GO ";"non ";6;"80";"M 6 ";"5.7";"5";"5.2";135;"0.241";"";"0.15";"0.169";"0";1395;1490
"DACIA ";"DUSTER ";"GO ";"non ";5;"66";"M 6 ";"5.2";"4.5";"4.7";123;"0.178";"";"0.158";"0.174";"0.001";1280;1394
"DACIA ";"LODGY ";"ES ";"non ";6;"85";"M 5 ";"7.3";"4.8";"5.7";131;"0.247";"0.029";"0.022";"";"0";1267;1357
"DACIA ";"LODGY ";"ES ";"non ";6;"85";"M 5 ";"7.3";"4.8";"5.7";131;"0.247";"0.029";"0.022";"";"0";1276;1345
"DACIA ";"LODGY ";"GO ";"non ";6;"79";"M 6 ";"5.3";"4";"4.4";116;"0.274";"";"0.147";"0.165";"0";1280;1398
"DACIA ";"LODGY ";"GO ";"non ";6;"79";"M 6 ";"5.3";"4";"4.4";116;"0.274";"";"0.147";"0.165";"0";1280;1384
"DACIA ";"LODGY ";"ES ";"non ";6;"85";"M 5 ";"7.5";"5";"5.9";135;"0.247";"0.029";"0.022";"";"0";1280;1385
"DACIA ";"LODGY ";"ES ";"non ";6;"85";"M 5 ";"7.5";"5";"5.9";135;"0.247";"0.029";"0.022";"";"0";1280;1384
"DACIA ";"LODGY ";"GO ";"non ";6;"79";"M 6 ";"5.3";"4";"4.4";116;"0.274";"";"0.147";"0.165";"0";1337;1425
"DACIA ";"LODGY ";"GO ";"non ";6;"79";"M 6 ";"5.3";"4";"4.4";116;"0.274";"";"0.147";"0.165";"0";1280;1404
"DACIA ";"LODGY ";"GO ";"non ";5;"66";"M 5 ";"4.9";"3.8";"4.2";109;"0.182";"";"0.161";"0.179";"0";1280;1375
"DACIA ";"LODGY ";"GO ";"non ";5;"66";"M 5 ";"4.9";"3.8";"4.2";109;"0.182";"";"0.161";"0.179";"0";1313;1403
"DACIA ";"LODGY ";"ES/GP ";"non ";5;"60.5";"M 5 ";"8.7";"5.7";"6.7";155;"0.504";"0.054";"0.015";"";"";1280;1374
"DACIA ";"LODGY ";"GP/ES ";"non ";5;"59";"M 5 ";"11.2";"7.3";"8.6";139;"0.434";"0.056";"0.019";"";"";1280;1374
"DACIA ";"LODGY ";"ES/GP ";"non ";5;"60.5";"M 5 ";"8.7";"5.7";"6.7";155;"0.504";"0.054";"0.015";"";"";1271;1350
"DACIA ";"LODGY ";"GP/ES ";"non ";5;"59";"M 5 ";"11.2";"7.3";"8.6";139;"0.434";"0.056";"0.019";"";"";1271;1350
"DACIA ";"LOGAN ";"GO ";"non ";4;"55";"M 5 ";"4.3";"3.5";"3.8";99;"0.156";"";"0.119";"0.135";"0";1134;1221
"DACIA ";"LOGAN ";"ES ";"non ";5;"66";"M 5 ";"6.4";"4.3";"5";116;"0.672";"0.075";"0.011";"";"";1073;1152
"DACIA ";"LOGAN ";"ES ";"non ";5;"55";"M 5 ";"7.6";"4.9";"5.8";135;"0.213";"0.038";"0.015";"";"";1049;1137
"DACIA ";"LOGAN ";"GO ";"non ";4;"66";"M 5 ";"4.3";"3.5";"3.8";99;"0.156";"";"0.119";"0.135";"0";1134;1221
"DACIA ";"LOGAN ";"GO ";"non ";4;"55";"M 5 ";"4.3";"3.5";"3.8";99;"0.156";"";"0.119";"0.135";"0";1165;1268
"DACIA ";"LOGAN ";"ES ";"non ";5;"66";"M 5 ";"6.4";"4.3";"5";116;"0.672";"0.075";"0.011";"";"";1113;1213
"DACIA ";"LOGAN ";"ES ";"non ";5;"55";"M 5 ";"7.6";"4.9";"5.8";135;"0.213";"0.038";"0.015";"";"";1091;1191
"DACIA ";"LOGAN ";"GO ";"non ";4;"66";"M 5 ";"4.3";"3.5";"3.8";99;"0.156";"";"0.119";"0.135";"0";1165;1268
"DACIA ";"SANDERO ";"GO ";"non ";4;"55";"M 5 ";"4.3";"3.5";"3.8";99;"0.156";"";"0.119";"0.135";"0";1108;1215
"DACIA ";"SANDERO ";"ES ";"non ";5;"66";"M 5 ";"6.4";"4.3";"5";116;"0.672";"0.075";"0.011";"";"";1037;1150
"DACIA ";"SANDERO ";"ES ";"non ";5;"66";"M 5 ";"6.7";"4.6";"5.4";124;"0.465";"0.057";"0.013";"";"";1098;1180
"DACIA ";"SANDERO ";"ES ";"non ";5;"55";"M 5 ";"7.6";"4.9";"5.8";135;"0.213";"0.038";"0.015";"";"";1016;1129
"DACIA ";"SANDERO ";"GO ";"non ";4;"66";"M 5 ";"4.3";"3.5";"3.8";99;"0.156";"";"0.119";"0.135";"0";1108;1215
"DACIA ";"SANDERO ";"GO ";"non ";5;"66";"M 5 ";"4.6";"3.7";"4";105;"0.156";"";"0.119";"0.135";"0";1158;1237
"DACIA ";"SANDERO ";"ES/GP ";"non ";4;"55";"M 5 ";"7.7";"4.9";"5.9";136;"0.237";"0.029";"0.018";"";"";1055;1172
"DACIA ";"SANDERO ";"GP/ES ";"non ";4;"53";"M 5 ";"9.8";"6.2";"7.5";120;"0.26";"0.042";"0.022";"";"";1055;1172
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.466";"0.024";"0.022";"";"0";1590;1590
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.438";"0.031";"0.026";"";"0.002";1590;1590
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.5";"0.044";"0.026";"";"0.002";1590;1590
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.322";"0.024";"0.027";"";"0.001";1590;1590
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.438";"0.031";"0.029";"";"0.002";1590;1590
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.5";"0.044";"0.026";"";"0.002";1590;1590
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.345";"0.054";"0.026";"";"0.004";1590;1590
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.438";"0.031";"0.029";"";"0.002";1590;1590
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"15.8";"9.4";"11.8";275;"0.539";"0.042";"0.029";"";"0.001";1485;1485
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"19.7";"9.7";"13.3";307;"0.56";"0.044";"0.029";"";"0.001";1485;1485
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"15.8";"9.4";"11.8";275;"0.539";"0.042";"0.029";"";"0.001";1485;1485
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"15.8";"9.4";"11.8";275;"0.551";"0.047";"0.027";"";"0.002";1485;1485
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"19.7";"9.7";"13.3";307;"0.482";"0.044";"0.029";"";"0.003";1485;1485
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"19.7";"9.7";"13.3";307;"0.56";"0.044";"0.029";"";"0.001";1485;1485
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.438";"0.031";"0.029";"";"0.002";1640;1640
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.466";"0.024";"0.022";"";"0";1640;1640
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.438";"0.031";"0.026";"";"0.002";1640;1640
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.5";"0.044";"0.026";"";"0.002";1640;1640
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.322";"0.024";"0.027";"";"0.001";1640;1640
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"15.8";"9.4";"11.8";275;"0.438";"0.031";"0.029";"";"0.002";1640;1640
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.5";"0.044";"0.026";"";"0.002";1640;1640
"FERRARI ";"458 ";"ES ";"non ";49;"416";"D 7 ";"19.7";"9.7";"13.3";307;"0.345";"0.054";"0.026";"";"0.004";1640;1640
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"15.8";"9.4";"11.8";275;"0.539";"0.042";"0.029";"";"0.001";1595;1595
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"19.7";"9.7";"13.3";307;"0.56";"0.044";"0.029";"";"0.001";1595;1595
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"15.8";"9.4";"11.8";275;"0.539";"0.042";"0.029";"";"0.001";1595;1595
"FERRARI ";"458 ";"ES ";"non ";53;"441";"D 7 ";"19.7";"9.7";"13.3";307;"0.56";"0.044";"0.029";"";"0.001";1595;1595
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"16.5";"8.6";"11.5";270;"0.479";"0.038";"0.03";"";"";1855;1855
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"19.4";"9.4";"13.1";299;"0.302";"0.033";"0.029";"";"0.002";1855;1855
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"16.5";"8.6";"11.5";270;"0.479";"0.038";"0.03";"";"0.002";1855;1855
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"19.4";"9.4";"13.1";299;"0.302";"0.033";"0.029";"";"";1855;1855
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"19.4";"9.4";"13.1";299;"0.302";"0.033";"0.029";"";"";1875;1875
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"16.5";"8.6";"11.5";270;"0.479";"0.038";"0.03";"";"";1875;1875
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"19.4";"9.4";"13.1";299;"0.302";"0.033";"0.029";"";"0.002";1875;1875
"FERRARI ";"CALIFORNIA ";"ES ";"non ";40;"360";"D 7 ";"16.5";"8.6";"11.5";270;"0.479";"0.038";"0.03";"";"0.002";1875;1875
"FERRARI ";"CALIFORNIA ";"ES ";"non ";48;"412";"D 7 ";"17.8";"8.2";"11.7";273;"0.433";"0.049";"0.028";"";"0";1845;1845
"FERRARI ";"CALIFORNIA ";"ES ";"non ";47;"412";"D 7 ";"15.5";"8";"10.7";251;"0.433";"0.049";"0.028";"";"0";1845;1845
"FERRARI ";"CALIFORNIA ";"ES ";"non ";48;"412";"D 7 ";"17.8";"8.2";"11.7";273;"0.433";"0.049";"0.028";"";"0";1845;1845
"FERRARI ";"CALIFORNIA ";"ES ";"non ";47;"412";"D 7 ";"15.5";"8";"10.7";251;"0.433";"0.049";"0.028";"";"0";1845;1845
"FERRARI ";"F12 ";"ES ";"non ";72;"541";"D 7 ";"21.9";"10.9";"15";350;"0.234";"0.037";"0.032";"";"0.002";1791;1791
"FERRARI ";"F12 ";"ES ";"non ";73;"541";"D 7 ";"24.9";"11.3";"16.3";380;"0.222";"0.038";"0.035";"";"0.002";1791;1791
"FERRARI ";"F12 ";"ES ";"non ";73;"541";"D 7 ";"24.9";"11.3";"16.3";380;"0.222";"0.038";"0.035";"";"0.002";1791;1791
"FERRARI ";"FF ";"ES ";"non ";63;"486";"D 7 ";"25.6";"10.9";"16.3";380;"0.369";"0.044";"0.035";"";"0.002";1955;1955
"FERRARI ";"FF ";"ES ";"non ";62;"486";"D 7 ";"23.5";"10.7";"15.4";360;"0.302";"0.04";"0.039";"";"0.003";1955;1955
"FERRARI ";"FF ";"ES ";"non ";63;"486";"D 7 ";"25.6";"10.9";"16.3";380;"0.369";"0.044";"0.035";"";"0.002";1955;1955
"FERRARI ";"LAFERRARI ";"EH ";"oui ";80;"585";"D 7 ";"20.5";"10.2";"14";330;"0.576";"0.044";"0.026";"";"0.002";1565;1565
"FERRARI ";"LAFERRARI ";"EH ";"oui ";80;"585";"D 7 ";"20.5";"10.2";"14";330;"0.576";"0.044";"0.026";"";"0.002";1565;1565
"FERRARI ";"LAFERRARI ";"EH ";"oui ";80;"585";"D 7 ";"20.5";"10.2";"14";330;"0.576";"0.044";"0.026";"";"0.002";1565;1565
"FERRARI ";"LAFERRARI ";"EH ";"oui ";80;"585";"D 7 ";"20.5";"10.2";"14";330;"0.576";"0.044";"0.026";"";"0.002";1565;1565
"FIAT ";"500 ";"ES ";"non ";4;"51";"D 5 ";"6.2";"4.3";"5";118;"0.346";"0.042";"0.012";"";"";975;975
"FIAT ";"500 ";"ES ";"non ";4;"51";"D 5 ";"5.6";"4.1";"4.7";110;"0.276";"0.043";"0.013";"";"";975;975
"FIAT ";"500 ";"ES ";"non ";4;"51";"D 5 ";"5.6";"4.1";"4.7";110;"0.276";"0.043";"0.013";"";"";975;975
